"sequence","generation","i1","i2","i3","x1","x2","x3","compute","measure","probed","s1","s2","s3","s"
436,20,67108864,738197504,603979776,0.0625,0.6875,0.5625,FALSE,FALSE,FALSE,0,0,0,0
437,20,67108864,738197504,738197504,0.0625,0.6875,0.6875,FALSE,FALSE,FALSE,0,0,0,0
14610,NA,134217728,536870912,0,0.125,0.5,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
14611,NA,134217728,536870912,134217728,0.125,0.5,0.125,FALSE,FALSE,FALSE,NA,NA,NA,NA
14612,NA,134217728,536870912,268435456,0.125,0.5,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
421,NA,134217728,536870912,536870912,0.125,0.5,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
422,NA,134217728,536870912,671088640,0.125,0.5,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
423,NA,134217728,536870912,805306368,0.125,0.5,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
14613,NA,134217728,671088640,0,0.125,0.625,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
1424,67,134217728,671088640,134217728,0.125,0.625,0.125,FALSE,FALSE,TRUE,0.00136439851372001,0.000556434210005568,0.000298506651813286,3.87241917093045e-06
14614,NA,134217728,671088640,268435456,0.125,0.625,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
1425,67,134217728,671088640,402653184,0.125,0.625,0.375,FALSE,FALSE,FALSE,0,0,0,0
424,NA,134217728,671088640,536870912,0.125,0.625,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
169,8,134217728,671088640,671088640,0.125,0.625,0.625,FALSE,FALSE,TRUE,0.100381729107864,0.0123436021540099,0.0112903358804621,0.000284902195582581
425,NA,134217728,671088640,805306368,0.125,0.625,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
170,8,134217728,671088640,939524096,0.125,0.625,0.875,FALSE,FALSE,FALSE,0,0,0,0
14615,NA,134217728,805306368,0,0.125,0.75,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
14616,NA,134217728,805306368,134217728,0.125,0.75,0.125,FALSE,FALSE,FALSE,NA,NA,NA,NA
14617,NA,134217728,805306368,268435456,0.125,0.75,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
426,NA,134217728,805306368,536870912,0.125,0.75,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
427,NA,134217728,805306368,671088640,0.125,0.75,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
428,NA,134217728,805306368,805306368,0.125,0.75,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
1426,67,134217728,939524096,134217728,0.125,0.875,0.125,FALSE,FALSE,FALSE,0,0,0,0
1427,67,134217728,939524096,402653184,0.125,0.875,0.375,FALSE,FALSE,FALSE,0,0,0,0
171,8,134217728,939524096,671088640,0.125,0.875,0.625,FALSE,FALSE,FALSE,0,0,0,0
172,8,134217728,939524096,939524096,0.125,0.875,0.875,FALSE,FALSE,FALSE,0,0,0,0
14622,665,201326592,603979776,67108864,0.1875,0.5625,0.0625,FALSE,FALSE,FALSE,0,0,0,0
14623,665,201326592,603979776,201326592,0.1875,0.5625,0.1875,FALSE,FALSE,FALSE,0,0,0,0
438,20,201326592,603979776,603979776,0.1875,0.5625,0.5625,FALSE,FALSE,FALSE,0,0,0,0
439,20,201326592,603979776,738197504,0.1875,0.5625,0.6875,FALSE,FALSE,FALSE,0,0,0,0
14624,665,201326592,738197504,67108864,0.1875,0.6875,0.0625,FALSE,FALSE,FALSE,0,0,0,0
14625,665,201326592,738197504,201326592,0.1875,0.6875,0.1875,FALSE,FALSE,FALSE,0,0,0,0
440,20,201326592,738197504,603979776,0.1875,0.6875,0.5625,FALSE,FALSE,FALSE,0,0,0,0
441,20,201326592,738197504,738197504,0.1875,0.6875,0.6875,FALSE,FALSE,FALSE,0,0,0,0
28,2,268435456,268435456,268435456,0.25,0.25,0.25,FALSE,FALSE,FALSE,0,0,0,0
29,2,268435456,268435456,805306368,0.25,0.25,0.75,FALSE,FALSE,FALSE,0,0,0,0
1419,NA,268435456,536870912,0,0.25,0.5,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
2080,NA,268435456,536870912,134217728,0.25,0.5,0.125,FALSE,FALSE,FALSE,NA,NA,NA,NA
1420,NA,268435456,536870912,268435456,0.25,0.5,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
161,NA,268435456,536870912,536870912,0.25,0.5,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
429,NA,268435456,536870912,671088640,0.25,0.5,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
162,NA,268435456,536870912,805306368,0.25,0.5,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
163,NA,268435456,536870912,1073741824,0.25,0.5,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
2081,NA,268435456,671088640,0,0.25,0.625,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
2082,NA,268435456,671088640,134217728,0.25,0.625,0.125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2083,NA,268435456,671088640,268435456,0.25,0.625,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
430,NA,268435456,671088640,536870912,0.25,0.625,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
431,NA,268435456,671088640,671088640,0.25,0.625,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
432,NA,268435456,671088640,805306368,0.25,0.625,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
1421,NA,268435456,805306368,0,0.25,0.75,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
2084,NA,268435456,805306368,134217728,0.25,0.75,0.125,FALSE,FALSE,FALSE,NA,NA,NA,NA
30,2,268435456,805306368,268435456,0.25,0.75,0.25,FALSE,FALSE,TRUE,0.0147278870319995,0.00391168167155901,0.00320349025107273,0.000167202035230937
6315,NA,268435456,805306368,335544320,0.25,0.75,0.3125,FALSE,FALSE,FALSE,NA,NA,NA,NA
3118,NA,268435456,805306368,402653184,0.25,0.75,0.375,FALSE,FALSE,FALSE,NA,NA,NA,NA
164,NA,268435456,805306368,536870912,0.25,0.75,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
5744,NA,268435456,805306368,603979776,0.25,0.75,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
433,NA,268435456,805306368,671088640,0.25,0.75,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
31,2,268435456,805306368,805306368,0.25,0.75,0.75,FALSE,FALSE,TRUE,0.0527058040201782,0.0137681146433734,0.0106259593829546,0.000598355872876375
2766,NA,268435456,805306368,872415232,0.25,0.75,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
768,NA,268435456,805306368,939524096,0.25,0.75,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
165,NA,268435456,805306368,1073741824,0.25,0.75,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
6316,NA,268435456,872415232,268435456,0.25,0.8125,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
6317,NA,268435456,872415232,335544320,0.25,0.8125,0.3125,FALSE,FALSE,FALSE,NA,NA,NA,NA
6318,NA,268435456,872415232,402653184,0.25,0.8125,0.375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5745,NA,268435456,872415232,536870912,0.25,0.8125,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
5746,NA,268435456,872415232,603979776,0.25,0.8125,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
5747,NA,268435456,872415232,671088640,0.25,0.8125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
2767,NA,268435456,872415232,805306368,0.25,0.8125,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
2768,NA,268435456,872415232,872415232,0.25,0.8125,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2769,NA,268435456,872415232,939524096,0.25,0.8125,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
5667,NA,268435456,939524096,0,0.25,0.875,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
5668,NA,268435456,939524096,134217728,0.25,0.875,0.125,FALSE,FALSE,FALSE,NA,NA,NA,NA
3119,NA,268435456,939524096,268435456,0.25,0.875,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
6319,NA,268435456,939524096,335544320,0.25,0.875,0.3125,FALSE,FALSE,FALSE,NA,NA,NA,NA
3120,NA,268435456,939524096,402653184,0.25,0.875,0.375,FALSE,FALSE,FALSE,NA,NA,NA,NA
1139,NA,268435456,939524096,536870912,0.25,0.875,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
5748,NA,268435456,939524096,603979776,0.25,0.875,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
1140,NA,268435456,939524096,671088640,0.25,0.875,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
769,NA,268435456,939524096,805306368,0.25,0.875,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
2770,NA,268435456,939524096,872415232,0.25,0.875,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
770,NA,268435456,939524096,939524096,0.25,0.875,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
771,NA,268435456,939524096,1073741824,0.25,0.875,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
1422,NA,268435456,1073741824,0,0.25,1,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
5669,NA,268435456,1073741824,134217728,0.25,1,0.125,FALSE,FALSE,FALSE,NA,NA,NA,NA
1423,NA,268435456,1073741824,268435456,0.25,1,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
3121,NA,268435456,1073741824,402653184,0.25,1,0.375,FALSE,FALSE,FALSE,NA,NA,NA,NA
166,NA,268435456,1073741824,536870912,0.25,1,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
1141,NA,268435456,1073741824,671088640,0.25,1,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
167,NA,268435456,1073741824,805306368,0.25,1,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
772,NA,268435456,1073741824,939524096,0.25,1,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
168,NA,268435456,1073741824,1073741824,0.25,1,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
6333,291,301989888,838860800,301989888,0.28125,0.78125,0.28125,FALSE,FALSE,FALSE,0,0,0,0
6334,291,301989888,838860800,369098752,0.28125,0.78125,0.34375,FALSE,FALSE,FALSE,0,0,0,0
5757,265,301989888,838860800,570425344,0.28125,0.78125,0.53125,FALSE,FALSE,FALSE,0,0,0,0
5758,265,301989888,838860800,637534208,0.28125,0.78125,0.59375,FALSE,FALSE,FALSE,0,0,0,0
2784,129,301989888,838860800,838860800,0.28125,0.78125,0.78125,FALSE,FALSE,FALSE,0,0,0,0
2785,129,301989888,838860800,905969664,0.28125,0.78125,0.84375,FALSE,FALSE,FALSE,0,0,0,0
6335,291,301989888,905969664,301989888,0.28125,0.84375,0.28125,FALSE,FALSE,FALSE,0,0,0,0
6336,291,301989888,905969664,369098752,0.28125,0.84375,0.34375,FALSE,FALSE,FALSE,0,0,0,0
5759,265,301989888,905969664,570425344,0.28125,0.84375,0.53125,FALSE,FALSE,FALSE,0,0,0,0
5760,265,301989888,905969664,637534208,0.28125,0.84375,0.59375,FALSE,FALSE,FALSE,0,0,0,0
2786,129,301989888,905969664,838860800,0.28125,0.84375,0.78125,FALSE,FALSE,FALSE,0,0,0,0
2787,129,301989888,905969664,905969664,0.28125,0.84375,0.84375,FALSE,FALSE,FALSE,0,0,0,0
2096,96,335544320,603979776,67108864,0.3125,0.5625,0.0625,FALSE,FALSE,FALSE,0,0,0,0
2097,96,335544320,603979776,201326592,0.3125,0.5625,0.1875,FALSE,FALSE,FALSE,0,0,0,0
1373,64,335544320,603979776,603979776,0.3125,0.5625,0.5625,FALSE,FALSE,FALSE,0,0,0,0
1374,64,335544320,603979776,738197504,0.3125,0.5625,0.6875,FALSE,FALSE,FALSE,0,0,0,0
2098,96,335544320,738197504,67108864,0.3125,0.6875,0.0625,FALSE,FALSE,FALSE,0,0,0,0
2099,96,335544320,738197504,201326592,0.3125,0.6875,0.1875,FALSE,FALSE,FALSE,0,0,0,0
1375,64,335544320,738197504,603979776,0.3125,0.6875,0.5625,FALSE,FALSE,FALSE,0,0,0,0
1376,64,335544320,738197504,738197504,0.3125,0.6875,0.6875,FALSE,FALSE,FALSE,0,0,0,0
6320,NA,335544320,805306368,268435456,0.3125,0.75,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
6321,NA,335544320,805306368,335544320,0.3125,0.75,0.3125,FALSE,FALSE,FALSE,NA,NA,NA,NA
6322,NA,335544320,805306368,402653184,0.3125,0.75,0.375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5749,NA,335544320,805306368,536870912,0.3125,0.75,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
5750,NA,335544320,805306368,603979776,0.3125,0.75,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
5751,NA,335544320,805306368,671088640,0.3125,0.75,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
2771,NA,335544320,805306368,805306368,0.3125,0.75,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
2772,NA,335544320,805306368,872415232,0.3125,0.75,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2773,NA,335544320,805306368,939524096,0.3125,0.75,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
5673,261,335544320,872415232,67108864,0.3125,0.8125,0.0625,FALSE,FALSE,FALSE,2.87197467701679e-05,1.23991095214556e-05,6.37154989256732e-06,2.03780084884878e-08
5674,261,335544320,872415232,201326592,0.3125,0.8125,0.1875,FALSE,FALSE,FALSE,0,0,0,0
6323,NA,335544320,872415232,268435456,0.3125,0.8125,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
3126,145,335544320,872415232,335544320,0.3125,0.8125,0.3125,FALSE,FALSE,TRUE,0.0092728974476952,0.00199757275895936,0.00203096527239634,6.579556025135e-06
6324,NA,335544320,872415232,402653184,0.3125,0.8125,0.375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3127,145,335544320,872415232,469762048,0.3125,0.8125,0.4375,FALSE,FALSE,FALSE,0,0,0,0
5752,NA,335544320,872415232,536870912,0.3125,0.8125,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
1147,53,335544320,872415232,603979776,0.3125,0.8125,0.5625,FALSE,FALSE,TRUE,0.0190764845759365,0.00144940879893891,0.00473425781079043,1.35356612901176e-05
5753,NA,335544320,872415232,671088640,0.3125,0.8125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
1148,53,335544320,872415232,738197504,0.3125,0.8125,0.6875,FALSE,FALSE,FALSE,0,0,0,0
2774,NA,335544320,872415232,805306368,0.3125,0.8125,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
781,35,335544320,872415232,872415232,0.3125,0.8125,0.8125,FALSE,FALSE,TRUE,0.0895268364755294,0.00546187477800494,0.0179917932127252,6.35234930253924e-05
2775,NA,335544320,872415232,939524096,0.3125,0.8125,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
782,35,335544320,872415232,1006632960,0.3125,0.8125,0.9375,FALSE,FALSE,FALSE,0,0,0,0
6325,NA,335544320,939524096,268435456,0.3125,0.875,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
6326,NA,335544320,939524096,335544320,0.3125,0.875,0.3125,FALSE,FALSE,FALSE,NA,NA,NA,NA
6327,NA,335544320,939524096,402653184,0.3125,0.875,0.375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5754,NA,335544320,939524096,536870912,0.3125,0.875,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
5755,NA,335544320,939524096,603979776,0.3125,0.875,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
5756,NA,335544320,939524096,671088640,0.3125,0.875,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
2776,NA,335544320,939524096,805306368,0.3125,0.875,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
2777,NA,335544320,939524096,872415232,0.3125,0.875,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2778,NA,335544320,939524096,939524096,0.3125,0.875,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
5675,261,335544320,1006632960,67108864,0.3125,0.9375,0.0625,FALSE,FALSE,FALSE,0,0,0,0
5676,261,335544320,1006632960,201326592,0.3125,0.9375,0.1875,FALSE,FALSE,FALSE,0,0,0,0
3128,145,335544320,1006632960,335544320,0.3125,0.9375,0.3125,FALSE,FALSE,FALSE,0,0,0,0
3129,145,335544320,1006632960,469762048,0.3125,0.9375,0.4375,FALSE,FALSE,FALSE,0,0,0,0
1149,53,335544320,1006632960,603979776,0.3125,0.9375,0.5625,FALSE,FALSE,FALSE,0,0,0,0
1150,53,335544320,1006632960,738197504,0.3125,0.9375,0.6875,FALSE,FALSE,FALSE,0,0,0,0
783,35,335544320,1006632960,872415232,0.3125,0.9375,0.8125,FALSE,FALSE,FALSE,0,0,0,0
784,35,335544320,1006632960,1006632960,0.3125,0.9375,0.9375,FALSE,FALSE,FALSE,0,0,0,0
6337,291,369098752,838860800,301989888,0.34375,0.78125,0.28125,FALSE,FALSE,FALSE,0,0,0,0
6338,291,369098752,838860800,369098752,0.34375,0.78125,0.34375,FALSE,FALSE,FALSE,0,0,0,0
5761,265,369098752,838860800,570425344,0.34375,0.78125,0.53125,FALSE,FALSE,FALSE,0,0,0,0
5762,265,369098752,838860800,637534208,0.34375,0.78125,0.59375,FALSE,FALSE,FALSE,0,0,0,0
2788,129,369098752,838860800,838860800,0.34375,0.78125,0.78125,FALSE,FALSE,FALSE,0,0,0,0
2789,129,369098752,838860800,905969664,0.34375,0.78125,0.84375,FALSE,FALSE,FALSE,0,0,0,0
6339,291,369098752,905969664,301989888,0.34375,0.84375,0.28125,FALSE,FALSE,FALSE,0,0,0,0
6340,291,369098752,905969664,369098752,0.34375,0.84375,0.34375,FALSE,FALSE,FALSE,0,0,0,0
5763,265,369098752,905969664,570425344,0.34375,0.84375,0.53125,FALSE,FALSE,FALSE,0,0,0,0
5764,265,369098752,905969664,637534208,0.34375,0.84375,0.59375,FALSE,FALSE,FALSE,0,0,0,0
2790,129,369098752,905969664,838860800,0.34375,0.84375,0.78125,FALSE,FALSE,FALSE,0,0,0,0
2791,129,369098752,905969664,905969664,0.34375,0.84375,0.84375,FALSE,FALSE,FALSE,0,0,0,0
2085,NA,402653184,536870912,0,0.375,0.5,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
2086,NA,402653184,536870912,134217728,0.375,0.5,0.125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2087,NA,402653184,536870912,268435456,0.375,0.5,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
1367,NA,402653184,536870912,536870912,0.375,0.5,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
1368,NA,402653184,536870912,671088640,0.375,0.5,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
1369,NA,402653184,536870912,805306368,0.375,0.5,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
2088,NA,402653184,671088640,0,0.375,0.625,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
1428,67,402653184,671088640,134217728,0.375,0.625,0.125,FALSE,FALSE,TRUE,0.0133634885182795,0.00335524746155344,0.00290498359925947,3.79280896368039e-05
2089,NA,402653184,671088640,268435456,0.375,0.625,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
1429,67,402653184,671088640,402653184,0.375,0.625,0.375,FALSE,FALSE,FALSE,0,0,0,0
1370,NA,402653184,671088640,536870912,0.375,0.625,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
173,8,402653184,671088640,671088640,0.375,0.625,0.625,FALSE,FALSE,TRUE,0.0476759250876861,0.00142451248936335,0.0144404779146026,0.000135313227363487
1371,NA,402653184,671088640,805306368,0.375,0.625,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
174,8,402653184,671088640,939524096,0.375,0.625,0.875,FALSE,FALSE,FALSE,0,0,0,0
2090,NA,402653184,805306368,0,0.375,0.75,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
12866,NA,402653184,805306368,67108864,0.375,0.75,0.0625,FALSE,FALSE,FALSE,NA,NA,NA,NA
2091,NA,402653184,805306368,134217728,0.375,0.75,0.125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2092,NA,402653184,805306368,268435456,0.375,0.75,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
6328,NA,402653184,805306368,335544320,0.375,0.75,0.3125,FALSE,FALSE,FALSE,NA,NA,NA,NA
3122,NA,402653184,805306368,402653184,0.375,0.75,0.375,FALSE,FALSE,FALSE,NA,NA,NA,NA
1142,NA,402653184,805306368,536870912,0.375,0.75,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
4771,NA,402653184,805306368,603979776,0.375,0.75,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
1143,NA,402653184,805306368,671088640,0.375,0.75,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
773,NA,402653184,805306368,805306368,0.375,0.75,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
2779,NA,402653184,805306368,872415232,0.375,0.75,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
774,NA,402653184,805306368,939524096,0.375,0.75,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
775,NA,402653184,805306368,1073741824,0.375,0.75,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
12867,NA,402653184,872415232,0,0.375,0.8125,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
12868,NA,402653184,872415232,67108864,0.375,0.8125,0.0625,FALSE,FALSE,FALSE,NA,NA,NA,NA
12869,NA,402653184,872415232,134217728,0.375,0.8125,0.125,FALSE,FALSE,FALSE,NA,NA,NA,NA
6329,NA,402653184,872415232,268435456,0.375,0.8125,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
6330,NA,402653184,872415232,335544320,0.375,0.8125,0.3125,FALSE,FALSE,FALSE,NA,NA,NA,NA
6331,NA,402653184,872415232,402653184,0.375,0.8125,0.375,FALSE,FALSE,FALSE,NA,NA,NA,NA
4772,NA,402653184,872415232,536870912,0.375,0.8125,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
4773,NA,402653184,872415232,603979776,0.375,0.8125,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4774,NA,402653184,872415232,671088640,0.375,0.8125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
2780,NA,402653184,872415232,805306368,0.375,0.8125,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
2781,NA,402653184,872415232,872415232,0.375,0.8125,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2782,NA,402653184,872415232,939524096,0.375,0.8125,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
5670,NA,402653184,939524096,0,0.375,0.875,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
12870,NA,402653184,939524096,67108864,0.375,0.875,0.0625,FALSE,FALSE,FALSE,NA,NA,NA,NA
1430,67,402653184,939524096,134217728,0.375,0.875,0.125,FALSE,FALSE,TRUE,0.00136439851372001,0.000556434210005568,0.000298506651813286,3.87241917093045e-06
20115,NA,402653184,939524096,167772160,0.375,0.875,0.15625,FALSE,FALSE,FALSE,NA,NA,NA,NA
10732,NA,402653184,939524096,201326592,0.375,0.875,0.1875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3123,NA,402653184,939524096,268435456,0.375,0.875,0.25,FALSE,FALSE,FALSE,NA,NA,NA,NA
6332,NA,402653184,939524096,335544320,0.375,0.875,0.3125,FALSE,FALSE,FALSE,NA,NA,NA,NA
1431,67,402653184,939524096,402653184,0.375,0.875,0.375,FALSE,FALSE,TRUE,0.0133634885182795,0.00335524746155344,0.00290498359925947,3.79280896368039e-05
9000,NA,402653184,939524096,436207616,0.375,0.875,0.40625,FALSE,FALSE,FALSE,NA,NA,NA,NA
