"sequence","generation","i1","i2","i3","x1","x2","x3","compute","measure","probed","s1","s2","s3","s"
1,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,0,0,0,0
10,NA,0,0,536870912,0,0,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
2,0,0,0,1073741824,0,0,1,FALSE,FALSE,TRUE,0,0,0,0
11,NA,0,536870912,0,0,0.5,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
12,NA,0,536870912,536870912,0,0.5,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
13,NA,0,536870912,1073741824,0,0.5,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
3,0,0,1073741824,0,0,1,0,FALSE,FALSE,TRUE,0,0,0,0
14,NA,0,1073741824,536870912,0,1,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
4,0,0,1073741824,1073741824,0,1,1,FALSE,FALSE,TRUE,0,0,0,0
28,2,268435456,268435456,268435456,0.25,0.25,0.25,FALSE,FALSE,FALSE,0,0,0,0
29,2,268435456,268435456,805306368,0.25,0.25,0.75,FALSE,FALSE,FALSE,0,0,0,0
30,2,268435456,805306368,268435456,0.25,0.75,0.25,FALSE,FALSE,FALSE,0.0147278870319995,0.00391168167155901,0.00320349025107273,0.00701634411506905
31,2,268435456,805306368,805306368,0.25,0.75,0.75,FALSE,FALSE,FALSE,0.0527058040201782,0.0137681146433734,0.0106259593829546,0.025108968928366
15,NA,536870912,0,0,0.5,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
16,NA,536870912,0,536870912,0.5,0,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
36,NA,536870912,0,805306368,0.5,0,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
2368,NA,536870912,0,872415232,0.5,0,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5293,NA,536870912,0,905969664,0.5,0,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
62,NA,536870912,0,939524096,0.5,0,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
17,NA,536870912,0,1073741824,0.5,0,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
5294,NA,536870912,33554432,872415232,0.5,0.03125,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5295,NA,536870912,33554432,905969664,0.5,0.03125,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5296,NA,536870912,33554432,939524096,0.5,0.03125,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2369,NA,536870912,67108864,805306368,0.5,0.0625,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
2370,NA,536870912,67108864,872415232,0.5,0.0625,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5297,NA,536870912,67108864,905969664,0.5,0.0625,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2371,NA,536870912,67108864,939524096,0.5,0.0625,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
63,NA,536870912,134217728,805306368,0.5,0.125,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
482,NA,536870912,134217728,872415232,0.5,0.125,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
64,NA,536870912,134217728,939524096,0.5,0.125,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
534,NA,536870912,134217728,1006632960,0.5,0.125,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3166,NA,536870912,134217728,1040187392,0.5,0.125,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
65,NA,536870912,134217728,1073741824,0.5,0.125,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
3167,NA,536870912,167772160,1006632960,0.5,0.15625,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3168,NA,536870912,167772160,1040187392,0.5,0.15625,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3169,NA,536870912,167772160,1073741824,0.5,0.15625,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
483,NA,536870912,201326592,805306368,0.5,0.1875,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
484,NA,536870912,201326592,872415232,0.5,0.1875,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
485,NA,536870912,201326592,939524096,0.5,0.1875,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
535,NA,536870912,201326592,1006632960,0.5,0.1875,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3170,NA,536870912,201326592,1040187392,0.5,0.1875,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
536,NA,536870912,201326592,1073741824,0.5,0.1875,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
37,NA,536870912,268435456,536870912,0.5,0.25,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
232,NA,536870912,268435456,603979776,0.5,0.25,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
342,NA,536870912,268435456,637534208,0.5,0.25,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
88,NA,536870912,268435456,671088640,0.5,0.25,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
38,NA,536870912,268435456,805306368,0.5,0.25,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
486,NA,536870912,268435456,872415232,0.5,0.25,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5272,NA,536870912,268435456,905969664,0.5,0.25,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
66,NA,536870912,268435456,939524096,0.5,0.25,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
537,NA,536870912,268435456,1006632960,0.5,0.25,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
39,NA,536870912,268435456,1073741824,0.5,0.25,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
343,NA,536870912,301989888,603979776,0.5,0.28125,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
344,NA,536870912,301989888,637534208,0.5,0.28125,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
345,NA,536870912,301989888,671088640,0.5,0.28125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
5273,NA,536870912,301989888,872415232,0.5,0.28125,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5274,NA,536870912,301989888,905969664,0.5,0.28125,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5275,NA,536870912,301989888,939524096,0.5,0.28125,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
233,NA,536870912,335544320,536870912,0.5,0.3125,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
234,NA,536870912,335544320,603979776,0.5,0.3125,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
346,NA,536870912,335544320,637534208,0.5,0.3125,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
235,NA,536870912,335544320,671088640,0.5,0.3125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
2508,NA,536870912,335544320,805306368,0.5,0.3125,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
2509,NA,536870912,335544320,872415232,0.5,0.3125,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2521,NA,536870912,335544320,905969664,0.5,0.3125,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2510,NA,536870912,335544320,939524096,0.5,0.3125,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2522,NA,536870912,369098752,872415232,0.5,0.34375,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2523,NA,536870912,369098752,905969664,0.5,0.34375,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2524,NA,536870912,369098752,939524096,0.5,0.34375,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
89,NA,536870912,402653184,536870912,0.5,0.375,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
236,NA,536870912,402653184,603979776,0.5,0.375,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
394,NA,536870912,402653184,637534208,0.5,0.375,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
90,NA,536870912,402653184,671088640,0.5,0.375,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
139,NA,536870912,402653184,738197504,0.5,0.375,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
269,NA,536870912,402653184,771751936,0.5,0.375,0.71875,FALSE,FALSE,FALSE,NA,NA,NA,NA
91,NA,536870912,402653184,805306368,0.5,0.375,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
665,NA,536870912,402653184,872415232,0.5,0.375,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2525,NA,536870912,402653184,905969664,0.5,0.375,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
652,NA,536870912,402653184,939524096,0.5,0.375,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2567,NA,536870912,402653184,1006632960,0.5,0.375,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3140,NA,536870912,402653184,1040187392,0.5,0.375,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
653,NA,536870912,402653184,1073741824,0.5,0.375,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
395,NA,536870912,436207616,603979776,0.5,0.40625,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
396,NA,536870912,436207616,637534208,0.5,0.40625,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
397,NA,536870912,436207616,671088640,0.5,0.40625,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
270,NA,536870912,436207616,738197504,0.5,0.40625,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
271,NA,536870912,436207616,771751936,0.5,0.40625,0.71875,FALSE,FALSE,FALSE,NA,NA,NA,NA
272,NA,536870912,436207616,805306368,0.5,0.40625,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
3141,NA,536870912,436207616,1006632960,0.5,0.40625,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3142,NA,536870912,436207616,1040187392,0.5,0.40625,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3143,NA,536870912,436207616,1073741824,0.5,0.40625,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
252,NA,536870912,469762048,536870912,0.5,0.4375,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
253,NA,536870912,469762048,603979776,0.5,0.4375,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
398,NA,536870912,469762048,637534208,0.5,0.4375,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
140,NA,536870912,469762048,671088640,0.5,0.4375,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
141,NA,536870912,469762048,738197504,0.5,0.4375,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
273,NA,536870912,469762048,771751936,0.5,0.4375,0.71875,FALSE,FALSE,FALSE,NA,NA,NA,NA
142,NA,536870912,469762048,805306368,0.5,0.4375,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
666,NA,536870912,469762048,872415232,0.5,0.4375,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
1951,NA,536870912,469762048,905969664,0.5,0.4375,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
667,NA,536870912,469762048,939524096,0.5,0.4375,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2568,NA,536870912,469762048,1006632960,0.5,0.4375,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3144,NA,536870912,469762048,1040187392,0.5,0.4375,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2569,NA,536870912,469762048,1073741824,0.5,0.4375,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
1952,NA,536870912,503316480,872415232,0.5,0.46875,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
1953,NA,536870912,503316480,905969664,0.5,0.46875,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
1954,NA,536870912,503316480,939524096,0.5,0.46875,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3243,NA,536870912,503316480,1006632960,0.5,0.46875,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3244,NA,536870912,503316480,1040187392,0.5,0.46875,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3245,NA,536870912,503316480,1073741824,0.5,0.46875,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
18,NA,536870912,536870912,0,0.5,0.5,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
9,1,536870912,536870912,536870912,0.5,0.5,0.5,FALSE,FALSE,TRUE,0.0654512471381165,2.35317362667017,0.531734372888651,0.494958051013968
254,NA,536870912,536870912,603979776,0.5,0.5,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
92,NA,536870912,536870912,671088640,0.5,0.5,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
143,NA,536870912,536870912,738197504,0.5,0.5,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
40,NA,536870912,536870912,805306368,0.5,0.5,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
668,NA,536870912,536870912,872415232,0.5,0.5,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
1955,NA,536870912,536870912,905969664,0.5,0.5,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
186,NA,536870912,536870912,939524096,0.5,0.5,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2570,NA,536870912,536870912,1006632960,0.5,0.5,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3246,NA,536870912,536870912,1040187392,0.5,0.5,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
19,NA,536870912,536870912,1073741824,0.5,0.5,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
2467,NA,536870912,570425344,872415232,0.5,0.53125,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2468,NA,536870912,570425344,905969664,0.5,0.53125,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2469,NA,536870912,570425344,939524096,0.5,0.53125,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2452,NA,536870912,603979776,805306368,0.5,0.5625,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
5314,NA,536870912,603979776,838860800,0.5,0.5625,0.78125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2453,NA,536870912,603979776,872415232,0.5,0.5625,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2470,NA,536870912,603979776,905969664,0.5,0.5625,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2454,NA,536870912,603979776,939524096,0.5,0.5625,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
5315,NA,536870912,637534208,805306368,0.5,0.59375,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
5316,NA,536870912,637534208,838860800,0.5,0.59375,0.78125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5317,NA,536870912,637534208,872415232,0.5,0.59375,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
187,NA,536870912,671088640,805306368,0.5,0.625,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
5318,NA,536870912,671088640,838860800,0.5,0.625,0.78125,FALSE,FALSE,FALSE,NA,NA,NA,NA
555,NA,536870912,671088640,872415232,0.5,0.625,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
188,NA,536870912,671088640,939524096,0.5,0.625,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
189,NA,536870912,671088640,1073741824,0.5,0.625,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
556,NA,536870912,738197504,805306368,0.5,0.6875,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
557,NA,536870912,738197504,872415232,0.5,0.6875,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
558,NA,536870912,738197504,939524096,0.5,0.6875,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
165,NA,536870912,805306368,536870912,0.5,0.75,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
778,NA,536870912,805306368,603979776,0.5,0.75,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
943,NA,536870912,805306368,637534208,0.5,0.75,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
710,NA,536870912,805306368,671088640,0.5,0.75,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
166,NA,536870912,805306368,805306368,0.5,0.75,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
559,NA,536870912,805306368,872415232,0.5,0.75,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5251,NA,536870912,805306368,905969664,0.5,0.75,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
190,NA,536870912,805306368,939524096,0.5,0.75,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
167,NA,536870912,805306368,1073741824,0.5,0.75,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
944,NA,536870912,838860800,603979776,0.5,0.78125,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
945,NA,536870912,838860800,637534208,0.5,0.78125,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
946,NA,536870912,838860800,671088640,0.5,0.78125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
5252,NA,536870912,838860800,872415232,0.5,0.78125,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5253,NA,536870912,838860800,905969664,0.5,0.78125,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5254,NA,536870912,838860800,939524096,0.5,0.78125,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
779,NA,536870912,872415232,536870912,0.5,0.8125,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
780,NA,536870912,872415232,603979776,0.5,0.8125,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
947,NA,536870912,872415232,637534208,0.5,0.8125,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
781,NA,536870912,872415232,671088640,0.5,0.8125,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
2624,NA,536870912,872415232,805306368,0.5,0.8125,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
2625,NA,536870912,872415232,872415232,0.5,0.8125,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2658,NA,536870912,872415232,905969664,0.5,0.8125,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2626,NA,536870912,872415232,939524096,0.5,0.8125,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2659,NA,536870912,905969664,872415232,0.5,0.84375,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2660,NA,536870912,905969664,905969664,0.5,0.84375,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
2661,NA,536870912,905969664,939524096,0.5,0.84375,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
711,NA,536870912,939524096,536870912,0.5,0.875,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
782,NA,536870912,939524096,603979776,0.5,0.875,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
892,NA,536870912,939524096,637534208,0.5,0.875,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
712,NA,536870912,939524096,671088640,0.5,0.875,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
731,NA,536870912,939524096,738197504,0.5,0.875,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
841,NA,536870912,939524096,771751936,0.5,0.875,0.71875,FALSE,FALSE,FALSE,NA,NA,NA,NA
211,NA,536870912,939524096,805306368,0.5,0.875,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
508,NA,536870912,939524096,872415232,0.5,0.875,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
2662,NA,536870912,939524096,905969664,0.5,0.875,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
212,NA,536870912,939524096,939524096,0.5,0.875,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2431,NA,536870912,939524096,1006632960,0.5,0.875,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3217,NA,536870912,939524096,1040187392,0.5,0.875,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
213,NA,536870912,939524096,1073741824,0.5,0.875,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
893,NA,536870912,973078528,603979776,0.5,0.90625,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
894,NA,536870912,973078528,637534208,0.5,0.90625,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
895,NA,536870912,973078528,671088640,0.5,0.90625,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
842,NA,536870912,973078528,738197504,0.5,0.90625,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
843,NA,536870912,973078528,771751936,0.5,0.90625,0.71875,FALSE,FALSE,FALSE,NA,NA,NA,NA
844,NA,536870912,973078528,805306368,0.5,0.90625,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
5423,NA,536870912,973078528,872415232,0.5,0.90625,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5424,NA,536870912,973078528,905969664,0.5,0.90625,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5425,NA,536870912,973078528,939524096,0.5,0.90625,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3218,NA,536870912,973078528,1006632960,0.5,0.90625,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3219,NA,536870912,973078528,1040187392,0.5,0.90625,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
3220,NA,536870912,973078528,1073741824,0.5,0.90625,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
798,NA,536870912,1006632960,536870912,0.5,0.9375,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
799,NA,536870912,1006632960,603979776,0.5,0.9375,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
896,NA,536870912,1006632960,637534208,0.5,0.9375,0.59375,FALSE,FALSE,FALSE,NA,NA,NA,NA
732,NA,536870912,1006632960,671088640,0.5,0.9375,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
733,NA,536870912,1006632960,738197504,0.5,0.9375,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
845,NA,536870912,1006632960,771751936,0.5,0.9375,0.71875,FALSE,FALSE,FALSE,NA,NA,NA,NA
509,NA,536870912,1006632960,805306368,0.5,0.9375,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
510,NA,536870912,1006632960,872415232,0.5,0.9375,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5426,NA,536870912,1006632960,905969664,0.5,0.9375,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
511,NA,536870912,1006632960,939524096,0.5,0.9375,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2432,NA,536870912,1006632960,1006632960,0.5,0.9375,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
3221,NA,536870912,1006632960,1040187392,0.5,0.9375,0.96875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2433,NA,536870912,1006632960,1073741824,0.5,0.9375,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
969,NA,536870912,1040187392,738197504,0.5,0.96875,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
970,NA,536870912,1040187392,771751936,0.5,0.96875,0.71875,FALSE,FALSE,FALSE,NA,NA,NA,NA
971,NA,536870912,1040187392,805306368,0.5,0.96875,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
20,NA,536870912,1073741824,0,0.5,1,0,FALSE,FALSE,FALSE,NA,NA,NA,NA
21,NA,536870912,1073741824,536870912,0.5,1,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
800,NA,536870912,1073741824,603979776,0.5,1,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
713,NA,536870912,1073741824,671088640,0.5,1,0.625,FALSE,FALSE,FALSE,NA,NA,NA,NA
734,NA,536870912,1073741824,738197504,0.5,1,0.6875,FALSE,FALSE,FALSE,NA,NA,NA,NA
972,NA,536870912,1073741824,771751936,0.5,1,0.71875,FALSE,FALSE,FALSE,NA,NA,NA,NA
168,NA,536870912,1073741824,805306368,0.5,1,0.75,FALSE,FALSE,FALSE,NA,NA,NA,NA
512,NA,536870912,1073741824,872415232,0.5,1,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
214,NA,536870912,1073741824,939524096,0.5,1,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
2434,NA,536870912,1073741824,1006632960,0.5,1,0.9375,FALSE,FALSE,FALSE,NA,NA,NA,NA
22,NA,536870912,1073741824,1073741824,0.5,1,1,FALSE,FALSE,FALSE,NA,NA,NA,NA
5306,242,553648128,16777216,889192448,0.515625,0.015625,0.828125,FALSE,FALSE,FALSE,0,0,0,0
5307,242,553648128,16777216,922746880,0.515625,0.015625,0.859375,FALSE,FALSE,FALSE,0,0,0,0
5308,242,553648128,50331648,889192448,0.515625,0.046875,0.828125,FALSE,FALSE,FALSE,0,0,0,0
5309,242,553648128,50331648,922746880,0.515625,0.046875,0.859375,FALSE,FALSE,FALSE,0,0,0,0
3184,146,553648128,150994944,1023410176,0.515625,0.140625,0.953125,FALSE,FALSE,FALSE,0,0,0,0
3185,146,553648128,150994944,1056964608,0.515625,0.140625,0.984375,FALSE,FALSE,FALSE,0,0,0,0
3186,146,553648128,184549376,1023410176,0.515625,0.171875,0.953125,FALSE,FALSE,FALSE,0,0,0,0
3187,146,553648128,184549376,1056964608,0.515625,0.171875,0.984375,FALSE,FALSE,FALSE,0,0,0,0
360,16,553648128,285212672,620756992,0.515625,0.265625,0.578125,FALSE,FALSE,FALSE,0,0,0,0
361,16,553648128,285212672,654311424,0.515625,0.265625,0.609375,FALSE,FALSE,FALSE,0,0,0,0
5285,241,553648128,285212672,889192448,0.515625,0.265625,0.828125,FALSE,FALSE,FALSE,0,0,0,0
5286,241,553648128,285212672,922746880,0.515625,0.265625,0.859375,FALSE,FALSE,FALSE,0,0,0,0
362,16,553648128,318767104,620756992,0.515625,0.296875,0.578125,FALSE,FALSE,FALSE,0,0,0,0
363,16,553648128,318767104,654311424,0.515625,0.296875,0.609375,FALSE,FALSE,FALSE,0,0,0,0
5287,241,553648128,318767104,889192448,0.515625,0.296875,0.828125,FALSE,FALSE,FALSE,0,0,0,0
5288,241,553648128,318767104,922746880,0.515625,0.296875,0.859375,FALSE,FALSE,FALSE,0,0,0,0
2539,116,553648128,352321536,889192448,0.515625,0.328125,0.828125,FALSE,FALSE,FALSE,0,0,0,0
2540,116,553648128,352321536,922746880,0.515625,0.328125,0.859375,FALSE,FALSE,FALSE,0,0,0,0
2541,116,553648128,385875968,889192448,0.515625,0.359375,0.828125,FALSE,FALSE,FALSE,0,0,0,0
2542,116,553648128,385875968,922746880,0.515625,0.359375,0.859375,FALSE,FALSE,FALSE,0,0,0,0
411,18,553648128,419430400,620756992,0.515625,0.390625,0.578125,FALSE,FALSE,FALSE,0,0,0,0
412,18,553648128,419430400,654311424,0.515625,0.390625,0.609375,FALSE,FALSE,FALSE,0,0,0,0
287,13,553648128,419430400,754974720,0.515625,0.390625,0.703125,FALSE,FALSE,FALSE,0,0,0,0
288,13,553648128,419430400,788529152,0.515625,0.390625,0.734375,FALSE,FALSE,FALSE,0,0,0,0
3158,145,553648128,419430400,1023410176,0.515625,0.390625,0.953125,FALSE,FALSE,FALSE,0,0,0,0
3159,145,553648128,419430400,1056964608,0.515625,0.390625,0.984375,FALSE,FALSE,FALSE,0,0,0,0
